image_id,label,variety,age,label_enc,kfold
105845.jpg,bacterial_panicle_blight,ADT45,70,2,0
105031.jpg,bacterial_leaf_blight,ADT45,72,0,1
109003.jpg,normal,ADT45,57,8,0
106748.jpg,bacterial_panicle_blight,ADT45,75,2,0
105445.jpg,normal,Ponni,60,8,0
100138.jpg,blast,ADT45,70,3,0
102307.jpg,dead_heart,ADT45,70,5,0
105823.jpg,bacterial_leaf_blight,ADT45,72,0,1
110081.jpg,hispa,Onthanel,70,7,0
109049.jpg,blast,KarnatakaPonni,75,3,0
107705.jpg,tungro,ADT45,70,9,0
102654.jpg,dead_heart,ADT45,75,5,0
103688.jpg,brown_spot,ADT45,50,4,0
101424.jpg,blast,ADT45,70,3,0
102035.jpg,tungro,Ponni,55,9,0
106131.jpg,bacterial_leaf_streak,Zonal,70,1,1
102648.jpg,bacterial_leaf_blight,ADT45,68,0,1
101215.jpg,downy_mildew,Onthanel,70,6,0
107202.jpg,brown_spot,ADT45,50,4,0
109153.jpg,hispa,ADT45,50,7,0
106767.jpg,blast,Ponni,47,3,0
100503.jpg,normal,RR,70,8,0
107078.jpg,hispa,ADT45,50,7,0
108036.jpg,dead_heart,IR20,70,5,0
105405.jpg,blast,KarnatakaPonni,75,3,0
106864.jpg,dead_heart,ADT45,67,5,0
105109.jpg,blast,AtchayaPonni,50,3,0
103077.jpg,blast,AndraPonni,45,3,0
103001.jpg,dead_heart,ADT45,75,5,0
103305.jpg,blast,KarnatakaPonni,75,3,0
107577.jpg,blast,Ponni,47,3,0
110056.jpg,hispa,ADT45,50,7,0
105297.jpg,bacterial_leaf_streak,Zonal,70,1,1
101969.jpg,blast,ADT45,65,3,0
106337.jpg,tungro,ADT45,60,9,0
101957.jpg,bacterial_panicle_blight,ADT45,67,2,0
109475.jpg,blast,KarnatakaPonni,75,3,0
106190.jpg,dead_heart,ADT45,70,5,0
100498.jpg,blast,ADT45,50,3,0
101531.jpg,blast,ADT45,70,3,0
107201.jpg,hispa,ADT45,57,7,0
101926.jpg,dead_heart,ADT45,75,5,0
103978.jpg,blast,KarnatakaPonni,75,3,0
105089.jpg,blast,ADT45,70,3,0
108505.jpg,dead_heart,KarnatakaPonni,75,5,0
101552.jpg,dead_heart,ADT45,65,5,0
104148.jpg,blast,ADT45,45,3,0
101253.jpg,hispa,ADT45,57,7,0
105257.jpg,blast,ADT45,70,3,0
109942.jpg,blast,ADT45,70,3,0
103230.jpg,bacterial_leaf_blight,IR20,50,0,1
102450.jpg,blast,Zonal,70,3,0
103061.jpg,normal,RR,70,8,0
104933.jpg,blast,ADT45,67,3,0
108688.jpg,normal,Ponni,60,8,0
104150.jpg,dead_heart,Onthanel,50,5,0
106692.jpg,blast,KarnatakaPonni,75,3,0
100850.jpg,downy_mildew,ADT45,68,6,0
102499.jpg,dead_heart,Onthanel,50,5,0
108600.jpg,dead_heart,ADT45,75,5,0
108030.jpg,hispa,AtchayaPonni,65,7,0
104905.jpg,blast,KarnatakaPonni,75,3,0
101716.jpg,normal,ADT45,50,8,0
100369.jpg,normal,ADT45,60,8,0
108069.jpg,dead_heart,ADT45,70,5,1
109442.jpg,normal,ADT45,60,8,0
101121.jpg,brown_spot,ADT45,70,4,0
105758.jpg,brown_spot,KarnatakaPonni,75,4,0
107413.jpg,brown_spot,ADT45,70,4,0
107311.jpg,dead_heart,ADT45,67,5,1
103095.jpg,brown_spot,KarnatakaPonni,75,4,0
100955.jpg,hispa,AtchayaPonni,65,7,0
102901.jpg,tungro,ADT45,72,9,0
104907.jpg,hispa,ADT45,50,7,0
109148.jpg,blast,KarnatakaPonni,75,3,0
105391.jpg,downy_mildew,ADT45,60,6,1
109037.jpg,normal,ADT45,50,8,0
108457.jpg,hispa,AtchayaPonni,65,7,0
108705.jpg,normal,Ponni,60,8,0
106156.jpg,brown_spot,ADT45,70,4,0
102638.jpg,tungro,ADT45,60,9,0
107134.jpg,normal,ADT45,60,8,0
100006.jpg,blast,ADT45,67,3,0
109311.jpg,blast,ADT45,70,3,0
109023.jpg,blast,ADT45,60,3,0
108109.jpg,hispa,AtchayaPonni,65,7,0
104786.jpg,brown_spot,ADT45,50,4,0
103237.jpg,tungro,ADT45,60,9,0
105201.jpg,bacterial_leaf_streak,KarnatakaPonni,70,1,1
102775.jpg,blast,ADT45,70,3,0
105766.jpg,normal,ADT45,60,8,0
101674.jpg,brown_spot,ADT45,55,4,0
107594.jpg,bacterial_leaf_blight,Surya,45,0,1
100404.jpg,normal,Ponni,55,8,0
106383.jpg,blast,KarnatakaPonni,75,3,0
104963.jpg,normal,ADT45,60,8,0
103228.jpg,normal,Ponni,60,8,0
103980.jpg,hispa,ADT45,70,7,0
107781.jpg,blast,Surya,45,3,0
102944.jpg,dead_heart,ADT45,70,5,1
106165.jpg,hispa,AndraPonni,65,7,0
103805.jpg,bacterial_leaf_streak,Zonal,70,1,1
104267.jpg,hispa,AndraPonni,65,7,0
109601.jpg,brown_spot,ADT45,70,4,0
101005.jpg,hispa,AtchayaPonni,65,7,0
103994.jpg,downy_mildew,ADT45,70,6,1
101104.jpg,bacterial_leaf_streak,Zonal,70,1,1
108487.jpg,bacterial_leaf_blight,ADT45,72,0,1
104484.jpg,normal,ADT45,70,8,0
105788.jpg,brown_spot,KarnatakaPonni,75,4,0
106973.jpg,normal,Ponni,60,8,0
100333.jpg,tungro,ADT45,57,9,0
104088.jpg,dead_heart,ADT45,72,5,1
101556.jpg,blast,KarnatakaPonni,75,3,0
105819.jpg,dead_heart,ADT45,70,5,1
102660.jpg,dead_heart,AndraPonni,65,5,1
100324.jpg,normal,Ponni,60,8,0
105926.jpg,brown_spot,ADT45,55,4,0
109109.jpg,hispa,AtchayaPonni,65,7,0
108596.jpg,brown_spot,KarnatakaPonni,75,4,0
107945.jpg,normal,ADT45,70,8,0
102405.jpg,brown_spot,ADT45,55,4,0
102343.jpg,dead_heart,AndraPonni,65,5,1
105233.jpg,blast,ADT45,50,3,0
105642.jpg,dead_heart,Onthanel,50,5,1
100287.jpg,tungro,ADT45,70,9,0
106412.jpg,hispa,ADT45,50,7,0
107158.jpg,dead_heart,ADT45,70,5,1
103482.jpg,brown_spot,ADT45,68,4,0
107707.jpg,dead_heart,ADT45,75,5,1
105905.jpg,normal,ADT45,60,8,0
102168.jpg,blast,ADT45,50,3,0
110169.jpg,normal,ADT45,60,8,0
107936.jpg,dead_heart,ADT45,70,5,1
108751.jpg,blast,ADT45,50,3,0
106697.jpg,normal,ADT45,75,8,0
100102.jpg,tungro,Ponni,45,9,0
103643.jpg,normal,Ponni,60,8,0
107431.jpg,dead_heart,ADT45,70,5,1
102071.jpg,bacterial_leaf_blight,Onthanel,70,0,1
104787.jpg,bacterial_leaf_streak,Onthanel,50,1,1
109866.jpg,normal,ADT45,60,8,0
102527.jpg,brown_spot,ADT45,55,4,0
107691.jpg,normal,ADT45,60,8,0
107268.jpg,tungro,AtchayaPonni,50,9,0
104923.jpg,brown_spot,ADT45,66,4,1
103053.jpg,normal,ADT45,50,8,0
101036.jpg,tungro,Ponni,45,9,0
102152.jpg,hispa,ADT45,70,7,0
102140.jpg,blast,KarnatakaPonni,75,3,0
109956.jpg,downy_mildew,ADT45,70,6,1
108153.jpg,dead_heart,AndraPonni,65,5,1
102175.jpg,bacterial_leaf_streak,KarnatakaPonni,70,1,1
107363.jpg,dead_heart,ADT45,75,5,1
108633.jpg,dead_heart,ADT45,70,5,1
101738.jpg,bacterial_leaf_streak,ADT45,60,1,1
106313.jpg,dead_heart,ADT45,75,5,1
107094.jpg,blast,KarnatakaPonni,75,3,0
102815.jpg,hispa,ADT45,70,7,0
106106.jpg,tungro,ADT45,70,9,0
101448.jpg,hispa,Onthanel,70,7,0
109404.jpg,tungro,ADT45,70,9,0
103807.jpg,hispa,ADT45,68,7,0
104638.jpg,hispa,ADT45,68,7,0
109073.jpg,tungro,ADT45,72,9,0
103306.jpg,normal,ADT45,70,8,0
109680.jpg,dead_heart,ADT45,72,5,1
105551.jpg,brown_spot,ADT45,70,4,1
101777.jpg,blast,Zonal,70,3,0
105017.jpg,dead_heart,ADT45,70,5,1
106504.jpg,tungro,ADT45,70,9,0
101287.jpg,dead_heart,ADT45,80,5,1
102953.jpg,dead_heart,ADT45,70,5,1
105676.jpg,normal,Ponni,60,8,0
101223.jpg,bacterial_panicle_blight,ADT45,77,2,0
107297.jpg,hispa,ADT45,55,7,0
100226.jpg,downy_mildew,ADT45,70,6,1
107599.jpg,bacterial_panicle_blight,ADT45,70,2,0
101229.jpg,bacterial_leaf_blight,ADT45,50,0,1
105129.jpg,tungro,ADT45,70,9,0
100631.jpg,dead_heart,Onthanel,70,5,1
109361.jpg,dead_heart,ADT45,75,5,1
102182.jpg,normal,ADT45,70,8,1
107921.jpg,bacterial_panicle_blight,ADT45,68,2,0
101845.jpg,dead_heart,ADT45,75,5,1
109387.jpg,blast,AtchayaPonni,50,3,0
109428.jpg,bacterial_leaf_blight,ADT45,72,0,1
105846.jpg,brown_spot,ADT45,55,4,1
104475.jpg,blast,ADT45,70,3,0
102822.jpg,bacterial_leaf_streak,ADT45,68,1,1
104761.jpg,bacterial_panicle_blight,Ponni,80,2,0
105029.jpg,downy_mildew,Zonal,55,6,1
108142.jpg,hispa,ADT45,70,7,0
106541.jpg,dead_heart,KarnatakaPonni,75,5,1
108002.jpg,blast,ADT45,67,3,0
107453.jpg,brown_spot,ADT45,70,4,1
101797.jpg,brown_spot,ADT45,70,4,1
109950.jpg,bacterial_leaf_blight,ADT45,50,0,1
103452.jpg,blast,KarnatakaPonni,75,3,0
110198.jpg,hispa,ADT45,60,7,0
110059.jpg,hispa,ADT45,70,7,0
102165.jpg,hispa,ADT45,70,7,0
105896.jpg,blast,KarnatakaPonni,75,3,0
107257.jpg,normal,ADT45,60,8,1
107354.jpg,blast,KarnatakaPonni,75,3,0
109381.jpg,dead_heart,Onthanel,50,5,1
102162.jpg,dead_heart,ADT45,70,5,1
107643.jpg,bacterial_leaf_blight,IR20,50,0,1
101084.jpg,tungro,ADT45,70,9,0
106996.jpg,normal,ADT45,60,8,1
102869.jpg,hispa,AndraPonni,65,7,1
108176.jpg,dead_heart,ADT45,70,5,1
109547.jpg,blast,KarnatakaPonni,50,3,0
106913.jpg,tungro,ADT45,65,9,0
101237.jpg,downy_mildew,KarnatakaPonni,50,6,1
106923.jpg,hispa,AndraPonni,65,7,1
105953.jpg,downy_mildew,KarnatakaPonni,50,6,1
108555.jpg,blast,ADT45,70,3,0
102183.jpg,hispa,AtchayaPonni,65,7,1
107223.jpg,hispa,AtchayaPonni,57,7,1
106239.jpg,hispa,AtchayaPonni,65,7,1
107916.jpg,hispa,AndraPonni,65,7,1
109386.jpg,normal,ADT45,60,8,1
106341.jpg,blast,ADT45,70,3,0
109541.jpg,blast,ADT45,70,3,0
107794.jpg,downy_mildew,KarnatakaPonni,70,6,1
107545.jpg,blast,AndraPonni,45,3,0
104156.jpg,blast,ADT45,70,3,0
108172.jpg,bacterial_panicle_blight,ADT45,70,2,0
107199.jpg,brown_spot,KarnatakaPonni,75,4,1
102740.jpg,hispa,ADT45,70,7,1
109090.jpg,hispa,ADT45,60,7,1
104724.jpg,bacterial_leaf_streak,Zonal,70,1,1
102046.jpg,bacterial_panicle_blight,Ponni,80,2,0
108301.jpg,brown_spot,ADT45,55,4,1
107877.jpg,normal,Ponni,60,8,1
103353.jpg,normal,ADT45,70,8,1
108392.jpg,downy_mildew,KarnatakaPonni,50,6,1
100715.jpg,dead_heart,ADT45,65,5,1
101896.jpg,brown_spot,ADT45,55,4,1
106427.jpg,hispa,ADT45,70,7,1
102279.jpg,normal,Ponni,55,8,1
100847.jpg,dead_heart,ADT45,80,5,1
108304.jpg,bacterial_leaf_streak,Zonal,70,1,1
110286.jpg,normal,Ponni,60,8,1
102808.jpg,blast,ADT45,70,3,0
108426.jpg,downy_mildew,ADT45,68,6,1
107217.jpg,tungro,ADT45,60,9,0
103446.jpg,brown_spot,ADT45,55,4,1
108127.jpg,hispa,ADT45,55,7,1
104996.jpg,hispa,ADT45,70,7,1
103945.jpg,blast,KarnatakaPonni,75,3,0
105186.jpg,blast,AndraPonni,45,3,0
104098.jpg,downy_mildew,AtchayaPonni,45,6,1
103183.jpg,dead_heart,ADT45,70,5,1
101458.jpg,downy_mildew,Zonal,55,6,1
103272.jpg,blast,ADT45,50,3,0
109358.jpg,normal,ADT45,60,8,1
103060.jpg,bacterial_leaf_streak,KarnatakaPonni,50,1,1
104732.jpg,bacterial_leaf_blight,ADT45,65,0,1
100813.jpg,hispa,ADT45,45,7,1
105438.jpg,hispa,ADT45,50,7,1
101864.jpg,dead_heart,ADT45,80,5,1
110363.jpg,bacterial_leaf_streak,Zonal,70,1,1
102961.jpg,brown_spot,ADT45,70,4,1
104064.jpg,hispa,ADT45,60,7,1
105820.jpg,dead_heart,KarnatakaPonni,75,5,1
109268.jpg,bacterial_leaf_streak,Zonal,70,1,1
109085.jpg,blast,KarnatakaPonni,75,3,0
102012.jpg,dead_heart,Ponni,80,5,1
101919.jpg,normal,ADT45,60,8,1
104460.jpg,bacterial_panicle_blight,ADT45,70,2,0
108096.jpg,brown_spot,ADT45,45,4,1
107248.jpg,blast,ADT45,68,3,0
109317.jpg,normal,ADT45,57,8,1
109429.jpg,blast,KarnatakaPonni,75,3,0
104153.jpg,hispa,AtchayaPonni,65,7,1
101275.jpg,tungro,ADT45,70,9,0
106715.jpg,tungro,ADT45,45,9,0
109299.jpg,brown_spot,ADT45,55,4,1
103825.jpg,hispa,ADT45,50,7,1
107743.jpg,hispa,KarnatakaPonni,70,7,1
101487.jpg,dead_heart,IR20,70,5,1
100050.jpg,blast,Ponni,47,3,0
107288.jpg,brown_spot,ADT45,70,4,1
109870.jpg,bacterial_leaf_blight,ADT45,72,0,1
104146.jpg,tungro,ADT45,70,9,0
107652.jpg,normal,ADT45,70,8,1
108157.jpg,hispa,AtchayaPonni,65,7,1
102052.jpg,blast,KarnatakaPonni,75,3,0
109872.jpg,tungro,ADT45,60,9,0
103964.jpg,blast,KarnatakaPonni,75,3,0
110090.jpg,bacterial_leaf_blight,ADT45,50,0,1
102067.jpg,brown_spot,ADT45,65,4,1
103195.jpg,dead_heart,ADT45,75,5,1
103610.jpg,brown_spot,ADT45,70,4,1
101021.jpg,dead_heart,ADT45,70,5,1
106969.jpg,blast,ADT45,50,3,0
109524.jpg,hispa,ADT45,70,7,1
109946.jpg,dead_heart,ADT45,70,5,1
106875.jpg,tungro,ADT45,72,9,0
103016.jpg,normal,ADT45,50,8,1
105515.jpg,blast,ADT45,68,3,1
105844.jpg,bacterial_panicle_blight,ADT45,70,2,0
101385.jpg,blast,ADT45,70,3,1
100988.jpg,normal,ADT45,73,8,1
108004.jpg,hispa,ADT45,60,7,1
104405.jpg,bacterial_leaf_streak,Onthanel,50,1,1
102920.jpg,bacterial_panicle_blight,ADT45,67,2,1
100187.jpg,hispa,ADT45,70,7,1
100771.jpg,hispa,Ponni,60,7,1
105620.jpg,brown_spot,ADT45,70,4,1
109396.jpg,bacterial_leaf_streak,ADT45,60,1,1
100491.jpg,hispa,Zonal,70,7,1
108654.jpg,normal,ADT45,60,8,1
103281.jpg,tungro,ADT45,67,9,0
108344.jpg,dead_heart,ADT45,72,5,1
102555.jpg,bacterial_leaf_blight,ADT45,65,0,1
101554.jpg,blast,Zonal,70,3,1
104593.jpg,hispa,ADT45,70,7,1
104365.jpg,downy_mildew,Surya,45,6,1
102698.jpg,blast,ADT45,60,3,1
106471.jpg,hispa,ADT45,68,7,1
100284.jpg,bacterial_leaf_streak,Zonal,70,1,1
101322.jpg,hispa,AtchayaPonni,65,7,1
102309.jpg,dead_heart,KarnatakaPonni,75,5,1
105451.jpg,blast,ADT45,50,3,1
106828.jpg,hispa,ADT45,70,7,1
107031.jpg,blast,KarnatakaPonni,75,3,1
108320.jpg,bacterial_leaf_blight,ADT45,45,0,1
104392.jpg,blast,KarnatakaPonni,75,3,1
108166.jpg,normal,ADT45,70,8,1
108523.jpg,blast,ADT45,50,3,1
109348.jpg,normal,ADT45,80,8,1
108974.jpg,bacterial_leaf_blight,Ponni,47,0,1
105235.jpg,dead_heart,ADT45,75,5,1
109013.jpg,brown_spot,ADT45,68,4,1
105826.jpg,blast,KarnatakaPonni,75,3,1
100959.jpg,normal,Ponni,60,8,1
100543.jpg,hispa,AtchayaPonni,65,7,1
105291.jpg,bacterial_leaf_blight,ADT45,50,0,1
107899.jpg,bacterial_panicle_blight,ADT45,70,2,1
104275.jpg,dead_heart,AndraPonni,65,5,1
110039.jpg,bacterial_panicle_blight,ADT45,68,2,1
103003.jpg,dead_heart,ADT45,70,5,1
104614.jpg,hispa,ADT45,45,7,1
101283.jpg,brown_spot,ADT45,72,4,1
107328.jpg,bacterial_leaf_streak,ADT45,60,1,1
104669.jpg,normal,ADT45,60,8,1
108933.jpg,tungro,ADT45,72,9,0
107889.jpg,blast,ADT45,55,3,1
100483.jpg,dead_heart,Ponni,80,5,1
107244.jpg,hispa,AtchayaPonni,65,7,1
104805.jpg,normal,Onthanel,70,8,1
100419.jpg,normal,ADT45,60,8,1
105283.jpg,downy_mildew,ADT45,70,6,1
100866.jpg,brown_spot,ADT45,68,4,1
106682.jpg,brown_spot,ADT45,72,4,1
105669.jpg,normal,ADT45,65,8,1
103744.jpg,normal,ADT45,65,8,1
107784.jpg,dead_heart,AndraPonni,65,5,1
108432.jpg,hispa,AtchayaPonni,65,7,1
107786.jpg,dead_heart,ADT45,70,5,1
101976.jpg,hispa,AndraPonni,65,7,1
102778.jpg,tungro,ADT45,57,9,0
105718.jpg,tungro,ADT45,45,9,0
104513.jpg,blast,ADT45,70,3,1
102271.jpg,brown_spot,ADT45,65,4,1
109027.jpg,dead_heart,IR20,70,5,1
100906.jpg,brown_spot,Ponni,67,4,1
107637.jpg,hispa,ADT45,65,7,1
105137.jpg,hispa,ADT45,50,7,1
101628.jpg,blast,KarnatakaPonni,75,3,1
106725.jpg,brown_spot,ADT45,55,4,1
100154.jpg,blast,ADT45,70,3,1
100787.jpg,hispa,ADT45,50,7,1
105747.jpg,tungro,ADT45,60,9,0
101410.jpg,normal,ADT45,70,8,1
100011.jpg,tungro,ADT45,70,9,0
100065.jpg,normal,ADT45,60,8,1
107121.jpg,normal,ADT45,60,8,1
107337.jpg,normal,RR,70,8,1
107009.jpg,tungro,ADT45,60,9,0
107534.jpg,tungro,ADT45,45,9,0
100809.jpg,hispa,Zonal,70,7,1
109403.jpg,normal,ADT45,50,8,1
107287.jpg,normal,ADT45,70,8,1
101980.jpg,normal,ADT45,60,8,1
104213.jpg,normal,Ponni,55,8,1
101042.jpg,blast,Onthanel,50,3,1
105124.jpg,tungro,ADT45,60,9,0
100412.jpg,blast,KarnatakaPonni,75,3,1
108864.jpg,bacterial_leaf_streak,Zonal,70,1,1
101396.jpg,normal,ADT45,60,8,1
102434.jpg,normal,ADT45,65,8,1
104676.jpg,normal,ADT45,60,8,1
101080.jpg,blast,Ponni,55,3,1
103086.jpg,downy_mildew,ADT45,68,6,1
106600.jpg,hispa,Onthanel,70,7,1
104509.jpg,normal,ADT45,70,8,1
102394.jpg,hispa,ADT45,60,7,1
105195.jpg,dead_heart,ADT45,75,5,1
101434.jpg,dead_heart,ADT45,70,5,1
107686.jpg,tungro,ADT45,60,9,0
100317.jpg,tungro,ADT45,57,9,1
108738.jpg,normal,Ponni,60,8,1
100515.jpg,normal,ADT45,60,8,1
107869.jpg,tungro,ADT45,60,9,1
100636.jpg,blast,ADT45,45,3,1
101114.jpg,downy_mildew,ADT45,70,6,1
109139.jpg,normal,ADT45,60,8,1
107414.jpg,hispa,AndraPonni,65,7,1
102218.jpg,blast,ADT45,60,3,1
105020.jpg,hispa,ADT45,70,7,1
100120.jpg,hispa,AtchayaPonni,50,7,1
103439.jpg,bacterial_panicle_blight,Ponni,80,2,1
104288.jpg,hispa,AtchayaPonni,65,7,1
104754.jpg,dead_heart,ADT45,72,5,1
102300.jpg,normal,Ponni,55,8,1
108978.jpg,brown_spot,ADT45,60,4,1
100990.jpg,tungro,ADT45,60,9,1
101934.jpg,bacterial_panicle_blight,ADT45,70,2,1
104740.jpg,dead_heart,KarnatakaPonni,75,5,1
104858.jpg,normal,ADT45,60,8,1
100544.jpg,normal,ADT45,60,8,1
107473.jpg,dead_heart,ADT45,75,5,1
109717.jpg,blast,ADT45,60,3,1
101963.jpg,dead_heart,AndraPonni,65,5,1
104054.jpg,brown_spot,ADT45,70,4,1
100551.jpg,dead_heart,Onthanel,70,5,1
101984.jpg,blast,ADT45,60,3,1
104362.jpg,normal,Ponni,60,8,1
108070.jpg,blast,KarnatakaPonni,50,3,1
105312.jpg,hispa,ADT45,50,7,1
103049.jpg,hispa,ADT45,50,7,1
109076.jpg,bacterial_panicle_blight,ADT45,70,2,1
104078.jpg,normal,ADT45,70,8,1
104629.jpg,normal,ADT45,60,8,1
109452.jpg,tungro,ADT45,70,9,1
108289.jpg,normal,ADT45,60,8,1
108104.jpg,dead_heart,ADT45,65,5,1
108737.jpg,normal,ADT45,60,8,1
100657.jpg,blast,ADT45,68,3,1
103206.jpg,hispa,Onthanel,70,7,1
104199.jpg,hispa,AndraPonni,65,7,1
105196.jpg,blast,Ponni,55,3,1
102495.jpg,hispa,KarnatakaPonni,70,7,1
102290.jpg,bacterial_leaf_streak,Zonal,70,1,1
110337.jpg,hispa,ADT45,70,7,1
105723.jpg,hispa,ADT45,45,7,1
105013.jpg,bacterial_panicle_blight,AndraPonni,65,2,1
106845.jpg,downy_mildew,Onthanel,70,6,1
107774.jpg,downy_mildew,ADT45,70,6,1
101870.jpg,dead_heart,Ponni,80,5,1
109120.jpg,dead_heart,KarnatakaPonni,75,5,1
106468.jpg,dead_heart,Ponni,80,5,1
107564.jpg,blast,KarnatakaPonni,75,3,1
105164.jpg,downy_mildew,KarnatakaPonni,50,6,1
100092.jpg,blast,ADT45,70,3,1
100329.jpg,brown_spot,ADT45,72,4,1
103773.jpg,dead_heart,KarnatakaPonni,75,5,1
100263.jpg,downy_mildew,ADT45,60,6,1
105730.jpg,hispa,Onthanel,70,7,1
103401.jpg,normal,ADT45,60,8,1
108276.jpg,dead_heart,ADT45,70,5,1
104896.jpg,normal,ADT45,50,8,1
109909.jpg,blast,Zonal,70,3,1
101126.jpg,dead_heart,ADT45,70,5,1
103935.jpg,blast,KarnatakaPonni,75,3,1
108351.jpg,normal,ADT45,70,8,1
109834.jpg,hispa,ADT45,70,7,1
101904.jpg,downy_mildew,ADT45,70,6,1
100539.jpg,normal,ADT45,70,8,1
101437.jpg,tungro,AtchayaPonni,50,9,1
106136.jpg,normal,ADT45,60,8,1
105888.jpg,blast,ADT45,55,3,1
104135.jpg,bacterial_leaf_streak,Zonal,70,1,1
103940.jpg,downy_mildew,AtchayaPonni,45,6,1
103796.jpg,brown_spot,ADT45,55,4,1
100596.jpg,downy_mildew,KarnatakaPonni,50,6,1
102292.jpg,normal,ADT45,60,8,1
100795.jpg,bacterial_leaf_blight,ADT45,50,0,1
105352.jpg,blast,ADT45,70,3,1
108418.jpg,blast,ADT45,70,3,1
102192.jpg,blast,ADT45,70,3,1
102783.jpg,blast,KarnatakaPonni,75,3,1
106141.jpg,bacterial_leaf_blight,ADT45,55,0,1
109393.jpg,normal,ADT45,50,8,1
103442.jpg,tungro,ADT45,57,9,1
108983.jpg,tungro,ADT45,70,9,1
108642.jpg,normal,ADT45,60,8,1
106568.jpg,bacterial_panicle_blight,ADT45,75,2,1
101655.jpg,hispa,AtchayaPonni,57,7,1
105088.jpg,dead_heart,ADT45,70,5,1
104442.jpg,bacterial_leaf_streak,ADT45,60,1,1
108460.jpg,dead_heart,ADT45,70,5,1
101537.jpg,blast,AndraPonni,45,3,1
109918.jpg,tungro,ADT45,60,9,1
109249.jpg,bacterial_leaf_blight,ADT45,55,0,1
106262.jpg,hispa,ADT45,67,7,1
109124.jpg,blast,ADT45,70,3,1
100552.jpg,bacterial_leaf_streak,Zonal,70,1,1
109350.jpg,tungro,ADT45,70,9,1
102650.jpg,normal,ADT45,70,8,1
108713.jpg,brown_spot,ADT45,55,4,1
106739.jpg,hispa,Onthanel,70,7,1
104840.jpg,normal,Ponni,80,8,1
107847.jpg,downy_mildew,ADT45,60,6,1
105219.jpg,bacterial_leaf_streak,Zonal,70,1,1
103453.jpg,blast,ADT45,50,3,1
110232.jpg,dead_heart,ADT45,70,5,1
109038.jpg,blast,ADT45,50,3,1
108386.jpg,brown_spot,ADT45,70,4,1
103846.jpg,normal,ADT45,60,8,1
102334.jpg,blast,ADT45,50,3,1
102285.jpg,downy_mildew,AtchayaPonni,45,6,1
105051.jpg,normal,Ponni,60,8,1
102347.jpg,brown_spot,ADT45,70,4,1
107417.jpg,dead_heart,ADT45,70,5,1
102275.jpg,blast,AndraPonni,45,3,1
105668.jpg,brown_spot,ADT45,72,4,1
108745.jpg,brown_spot,ADT45,72,4,1
102534.jpg,normal,ADT45,50,8,1
103684.jpg,dead_heart,Ponni,80,5,1
107523.jpg,downy_mildew,AtchayaPonni,45,6,1
107780.jpg,blast,IR20,50,3,1
108496.jpg,dead_heart,Ponni,80,5,1
110156.jpg,hispa,AtchayaPonni,65,7,1
103608.jpg,dead_heart,ADT45,70,5,1
107423.jpg,bacterial_leaf_blight,Ponni,47,0,1
107343.jpg,hispa,Onthanel,70,7,1
106524.jpg,downy_mildew,ADT45,68,6,1
103450.jpg,hispa,AtchayaPonni,65,7,1
107382.jpg,bacterial_leaf_streak,Zonal,70,1,1
103949.jpg,tungro,ADT45,60,9,1
108774.jpg,normal,ADT45,60,8,1
108468.jpg,dead_heart,ADT45,65,5,1
101463.jpg,dead_heart,ADT45,75,5,1
107161.jpg,normal,Ponni,60,8,1
106584.jpg,hispa,ADT45,65,7,1
108801.jpg,hispa,AndraPonni,65,7,1
107739.jpg,hispa,ADT45,70,7,1
108348.jpg,blast,ADT45,60,3,1
105757.jpg,blast,ADT45,70,3,1
103071.jpg,blast,KarnatakaPonni,75,3,1
102010.jpg,blast,AndraPonni,45,3,1
109261.jpg,bacterial_leaf_streak,Onthanel,50,1,1
103636.jpg,hispa,Zonal,70,7,1
102361.jpg,hispa,ADT45,70,7,1
108723.jpg,dead_heart,ADT45,70,5,1
109818.jpg,bacterial_leaf_blight,ADT45,50,0,1
106057.jpg,blast,KarnatakaPonni,75,3,1
108835.jpg,tungro,ADT45,67,9,1
109193.jpg,blast,KarnatakaPonni,75,3,1
108279.jpg,brown_spot,ADT45,70,4,1
103753.jpg,dead_heart,ADT45,65,5,1
108673.jpg,bacterial_leaf_blight,ADT45,50,0,1
103734.jpg,bacterial_leaf_blight,ADT45,50,0,1
108283.jpg,tungro,ADT45,45,9,1
104523.jpg,dead_heart,KarnatakaPonni,75,5,1
106744.jpg,blast,ADT45,60,3,1
102687.jpg,blast,ADT45,70,3,1
100792.jpg,blast,ADT45,60,3,1
104222.jpg,hispa,ADT45,60,7,1
103455.jpg,blast,KarnatakaPonni,75,3,1
108094.jpg,dead_heart,KarnatakaPonni,75,5,1
110055.jpg,blast,Zonal,70,3,1
101466.jpg,normal,ADT45,60,8,1
102176.jpg,hispa,Onthanel,70,7,1
105648.jpg,bacterial_leaf_blight,Onthanel,70,0,1
101221.jpg,downy_mildew,KarnatakaPonni,50,6,1
110313.jpg,normal,ADT45,50,8,1
108725.jpg,bacterial_leaf_blight,ADT45,72,0,1
109619.jpg,blast,ADT45,70,3,1
104478.jpg,dead_heart,ADT45,72,5,1
109816.jpg,brown_spot,ADT45,70,4,1
106419.jpg,bacterial_leaf_blight,Zonal,70,0,1
107069.jpg,blast,KarnatakaPonni,75,3,1
107380.jpg,hispa,ADT45,60,7,1
107929.jpg,dead_heart,ADT45,70,5,1
